seller_id,seller_order_count,seller_items_sold,seller_unique_customers,seller_total_revenue,seller_total_freight_value,seller_avg_item_price,seller_avg_freight_value,seller_avg_review_score,seller_avg_delivery_days,seller_avg_delay_days,seller_delayed_order_rate,seller_unique_products,seller_unique_categories,seller_state,seller_top_category,seller_active_days
024b564ae893ce8e9bfa02c10a401ece,2,8,2,706.4000000000001,212.0,88.30000000000001,26.5,4.75,18.0,-40.5,0.0,2,2,SP,market_place,130
028872bfa080090a9d0abd4f1af168f8,1,3,1,70.5,47.37,23.5,15.79,5.0,16.0,-15.0,0.0,1,1,MG,unknown,0
02a2272692e13558373c66db98f05e2e,2,2,2,54.98,38.870000000000005,27.49,19.435000000000002,3.0,10.6918511755307,-12.0,0.0,2,1,RJ,telephony,29
02b72cdeb9cfcc429f1af6f4e3f3b737,4,4,4,522.65,225.99,130.6625,56.4975,4.75,12.0,-9.0,0.0,3,1,SP,baby,27
02c988090b766852e088c69d7fb3b551,13,17,13,1618.65,218.3,95.21470588235294,12.841176470588236,4.6875,8.0625,-10.8125,0.0,11,2,SP,signaling_and_security,394
02d35243ea2e497335cd0f076b45675d,14,16,14,5794.0,605.95,362.125,37.871875,2.6875,25.4375,-6.25,0.25,3,1,RN,furniture_decor,459
02dcd3e8e25bee036e32512bcf175493,14,17,12,1491.9,312.17,87.75882352941177,18.36294117647059,3.588235294117647,16.866666666666667,-5.933333333333334,0.29411764705882354,7,1,MG,stationery,298
02ecc2a19303f05e59ce133fd923fff7,21,24,21,5264.19,478.21,219.34124999999997,19.925416666666667,4.541666666666667,10.375,-15.041666666666666,0.0,17,3,SP,garden_tools,429
02f5837340d7eb4f653d676c7256523a,30,30,30,3883.05,580.83,129.435,19.361,4.833333333333333,9.166666666666666,-17.333333333333332,0.03333333333333333,3,1,PR,luggage_accessories,279
02f623a8eb246f3c5f7c2f96462654e6,44,44,44,6378.0,829.63,144.95454545454547,18.855227272727273,4.558139534883721,8.068181818181818,-10.704545454545455,0.06818181818181818,23,2,SP,sports_leisure,119
0307f7565ff85b299b6e5ef162b1b1a9,7,7,7,4728.8,274.77,675.5428571428572,39.25285714285714,3.142857142857143,14.666666666666666,-16.666666666666668,0.0,6,3,SP,cool_stuff,226
0336182e1b3e92f029d5354832045fdf,1,2,1,29.8,17.57,14.9,8.785,2.0,13.0,-42.0,0.0,2,1,SP,furniture_decor,0
034b9387752bfa309f350a70cd45ffa3,8,8,8,96.0,144.26,12.0,18.0325,4.5,8.125,-15.375,0.0,2,1,SC,toys,133
038b75b729c8a9a04b0d07cba7eabe86,2,2,2,467.0,90.85,233.5,45.425,3.5,22.5,-1.5,0.5,1,1,SP,housewares,2
039b29ff3b3473435d0cd59040575de9,9,9,9,114.9,100.65,12.766666666666667,11.183333333333334,4.444444444444445,8.555555555555555,-10.777777777777779,0.0,7,2,SP,music,119
039e6ad9dae79614493083e241147386,5,5,5,12925.0,348.42,2585.0,69.684,4.0,14.0,-12.2,0.2,4,1,SP,garden_tools,98
03a2a6dcbe45d639c4dc2a0d24769c40,9,9,9,1078.41,172.25,119.82333333333334,19.13888888888889,4.111111111111111,9.88888888888889,-12.555555555555555,0.1111111111111111,7,1,SP,garden_tools,155
03bd479e1d9484cdb14104d3023f7321,3,3,3,359.70000000000005,57.72,119.90000000000002,19.24,4.333333333333333,20.333333333333332,-5.666666666666667,0.0,3,1,MG,auto,75
0417b067eeab773d2f7061a726dc477f,13,13,13,1859.18,642.57,143.01384615384615,49.42846153846154,3.923076923076923,17.307692307692307,-3.923076923076923,0.23076923076923078,11,1,SC,auto,171
042573af89b6d931f672efaf789d8358,3,3,3,413.48,65.09,137.82666666666668,21.69666666666667,3.6666666666666665,19.666666666666668,-1.0,0.3333333333333333,3,2,SP,small_appliances,20
04308b1ee57b6625f47df1d56f00eedf,94,94,94,60130.6,3054.39,639.6872340425532,32.49351063829787,3.882978723404255,18.42391304347826,-11.576086956521738,0.07446808510638298,20,1,SC,health_beauty,270
0432ead42b6c8a0bdf68154add917fdf,85,90,85,7792.1,1207.52,86.5788888888889,13.416888888888888,4.477777777777778,8.333333333333334,-13.459770114942529,0.022222222222222223,56,3,SP,toys,481
044668ccd5316b12a7cf0d54a156e3e9,3,4,3,137.8,53.55,34.45,13.3875,5.0,7.0,-25.0,0.0,1,1,SP,food,12
04843805947f0fc584fc1969b6e50fe7,1,2,1,1400.0,74.76,700.0,37.38,5.0,15.0,0.0,0.0,1,1,RS,bed_bath_table,0
048c2757535328e0d7dac690ad3c0aae,51,51,50,9264.78,1286.28,181.6623529411765,25.221176470588233,4.18,18.04,-10.0,0.11764705882352941,20,1,SP,fashion_shoes,535
04aa0a1c5ce6b222003403a3e11c3cc0,11,17,11,5518.0,821.51,324.5882352941176,48.32411764705882,3.5294117647058822,15.882352941176471,-16.529411764705884,0.11764705882352941,8,2,SP,auto,307
04aba03279157f6d4e0fe8ccaf21963c,16,16,16,2575.9,346.43,160.99375,21.651875,4.3125,11.2,-13.933333333333334,0.0625,12,1,RJ,health_beauty,473
04e38a233f726ef161074ab1c9b0399a,23,28,23,1352.2,459.07,48.292857142857144,16.395357142857144,3.7857142857142856,11.083333333333334,-5.791666666666667,0.03571428571428571,11,3,SP,sports_leisure,232
04ee0ec01589969663ba5967c0e0bdc0,1,1,1,289.49,24.83,289.49,24.83,5.0,3.0,-13.0,0.0,1,1,RS,arts_and_craftmanship,0
04fdea0c111866e6cf812f1570d6b5bd,10,10,10,1055.0,206.95,105.5,20.695,3.2,17.5,-10.25,0.1,2,2,SP,computers_accessories,109
0509040ea3fe50071181bbc359eb7738,89,98,88,3737.95,1445.1499999999999,38.14234693877551,14.74642857142857,4.5,10.979166666666666,-10.760416666666666,0.04081632653061224,34,3,MG,sports_leisure,455
052577151711aec5c744fe12e66db3e1,4,4,4,2748.0,222.42,687.0,55.605,2.25,14.0,-12.0,0.0,1,1,SC,small_appliances,54
054694fa03fe82cec4b7551487331d74,21,22,21,9983.1,720.65,453.77727272727276,32.75681818181818,3.3636363636363638,29.714285714285715,-1.9523809523809523,0.2727272727272727,15,4,SP,small_appliances,456
056b4ada5bbc2c50cc7842547dda6b51,65,66,65,12333.390000000001,1306.02,186.86954545454546,19.78818181818182,4.123076923076923,12.307692307692308,-12.461538461538462,0.10606060606060606,23,2,RJ,watches_gifts,265
0570350b23eda5444f8d1d9544932058,6,11,6,626.9,124.86,56.99090909090909,11.350909090909092,5.0,4.0,-13.090909090909092,0.0,3,2,SP,perfumery,39
05730013efda596306417c3b09302475,4,4,4,952.0,216.67,238.0,54.1675,5.0,9.0,-11.5,0.0,4,2,SC,furniture_decor,47
058cb5aeb36d7c0fcae20fc85d5e0a59,12,13,11,1328.0,779.42,102.15384615384616,59.95538461538461,3.3846153846153846,9.333333333333334,-11.583333333333334,0.07692307692307693,8,1,RJ,luggage_accessories,323
058fd0aa2bfdb2274e05e1ae971dabb6,61,64,60,7667.9,887.9,119.8109375,13.8734375,4.390625,9.777777777777779,-11.80952380952381,0.078125,11,2,SP,perfumery,308
05a48cc8859962767935ab9087417fbb,1,1,1,42.9,16.49,42.9,16.49,5.0,11.0,-18.0,0.0,1,1,SP,garden_tools,0
05a940b4ecae36cadfd8e93bd9c43257,10,10,10,952.0,196.94,95.2,19.694,3.9,13.777777777777779,-14.88888888888889,0.0,9,3,GO,cool_stuff,217
05aebce0b5c8f0d41b29b686f2d05fd3,2,2,2,74.99000000000001,45.89,37.495000000000005,22.945,5.0,5.5,-2.5,0.0,2,2,SP,garden_tools,157
05ca864204d09595ae591b93ea9cf93d,1,1,1,179.9,8.52,179.9,8.52,5.0,5.0,0.0,0.0,1,1,SP,consoles_games,0
05d2173d43ea568aa0540eba70d2ca76,62,66,61,5759.66,1679.27,87.26757575757576,25.443484848484847,4.0,14.257575757575758,-11.606060606060606,0.045454545454545456,48,3,MG,auto,319
05e107217c7266362fd44b75b2cd4cc4,5,8,5,193.38,82.00999999999999,24.1725,10.251249999999999,4.125,6.375,-4.75,0.25,3,1,SP,stationery,52
05f51e13da97139648b8125c31e5f51b,60,63,60,13769.01,2019.29,218.5557142857143,32.05222222222222,4.095238095238095,11.916666666666666,-9.95,0.14285714285714285,21,3,MG,baby,255
05feb94f19d094d4b0f9281f0b1d4c99,6,6,6,9353.0,697.04,1558.8333333333333,116.17333333333333,4.5,14.833333333333334,-13.333333333333334,0.0,2,2,SP,garden_tools,188
05ff92fedb5be47920fea08e501238b9,59,62,58,21992.78,1815.39,354.7222580645161,29.280483870967743,4.209677419354839,11.783333333333333,-17.833333333333332,0.03225806451612903,16,4,RS,cool_stuff,672
062c325cd6a2b87845fab56b4ec2eeae,2,2,2,133.22,23.86,66.61,11.93,5.0,5.0,-9.5,0.0,2,2,SP,baby,86
062ce95fa2ad4dfaedfc79260130565f,55,60,55,7521.0,1200.44,125.35,20.007333333333335,3.966666666666667,12.745762711864407,-13.474576271186441,0.03333333333333333,14,5,RS,furniture_decor,226
06532f10282704ef4c69168b914b77be,8,9,8,10220.5,698.24,1135.611111111111,77.58222222222223,4.222222222222222,16.125,-12.875,0.0,8,2,PR,garden_tools,168
06579cb253ecd5a3a12a9e6eb6bf8f47,62,72,60,4727.2,1499.41,65.65555555555555,20.82513888888889,3.763888888888889,10.485714285714286,-9.114285714285714,0.09722222222222222,11,3,SP,housewares,373
066a6914e1ebf3ea95a216c73a986b91,68,74,68,9410.380000000001,1705.57,127.16729729729731,23.048243243243242,3.9726027397260273,13.63888888888889,-16.77777777777778,0.04054054054054054,44,7,PR,sports_leisure,672
0691148aee60ca47977c187804f935ae,47,53,47,5868.51,1490.94,110.72660377358491,28.130943396226417,3.990566037735849,12.584905660377359,-12.754716981132075,0.03773584905660377,37,6,PR,sports_leisure,275
0692610d8abe24f287e9fae90ea0bbee,4,4,4,173.99,31.73,43.4975,7.9325,4.0,6.25,-6.25,0.25,3,2,SP,computers_accessories,81
06a2c3af7b3aee5d69171b0e14f0ee87,392,405,388,36408.95,12141.29,89.89864197530864,29.978493827160495,4.0,17.271144278606965,-11.2636815920398,0.1925925925925926,44,1,MA,health_beauty,215
06bb3a2fe5e7b7a845b13e8fb91bd944,17,18,17,1536.19,326.14,85.3438888888889,18.11888888888889,4.611111111111111,8.333333333333334,-13.833333333333334,0.0,14,1,MG,health_beauty,296
06df0c10d34e459d9672bc77388742eb,26,30,26,9070.0,525.77,302.3333333333333,17.525666666666666,4.366666666666666,9.2,-14.666666666666666,0.03333333333333333,1,1,PR,sports_leisure,143
06e5eefc71ec47ae763c5c6f8db7064f,92,95,92,22188.56,2193.28,233.56378947368424,23.087157894736844,3.903225806451613,10.53763440860215,-16.913978494623656,0.0,35,6,RS,computers_accessories,484
07017df32dc5f2f1d2801e579548d620,8,9,8,946.49,181.75,105.16555555555556,20.194444444444443,4.111111111111111,9.666666666666666,-25.333333333333332,0.0,3,2,PB,telephony,508
070d165398b553f3b4b851c216b8a358,32,39,31,3393.16,1003.5899999999999,87.00410256410257,25.733076923076922,3.5,10.631578947368421,-9.078947368421053,0.10256410256410256,11,1,SP,pet_shop,357
0725b8c0f3f906e58f70cbe76b7c748c,17,37,16,2190.3,715.69,59.197297297297304,19.342972972972973,3.581081081081081,11.222222222222221,-15.583333333333334,0.10810810810810811,15,5,SP,housewares,564
0743a0239d764b9a0f959a57d07e36ab,4,4,4,336.96,66.26,84.24,16.565,4.75,4.75,-7.0,0.0,2,2,SP,food,11
0747d5bb69f0586cc869d8af4c50f93e,14,15,14,346.59999999999997,208.89,23.106666666666666,13.925999999999998,3.466666666666667,13.846153846153847,-16.307692307692307,0.06666666666666667,10,2,RJ,perfumery,262
0761743cbffb25d7148189e9f1a5f03a,3,7,3,241.2,86.2,34.457142857142856,12.314285714285715,4.285714285714286,13.857142857142858,-8.142857142857142,0.0,3,2,SP,health_beauty,64
077c5fae4bea9500e3737b16f71b9d3a,4,6,4,106.80000000000001,70.44,17.8,11.74,4.666666666666667,7.5,-9.833333333333334,0.0,3,1,SP,housewares,276
0791d9fc1e30678ecf03d3e55fa108d3,5,11,5,842.0,186.99,76.54545454545455,16.99909090909091,2.727272727272727,5.7272727272727275,-18.272727272727273,0.0,5,1,MG,housewares,70
079d295dcbf06ee8bb1b65ba964eb2b6,5,10,5,349.3,190.79,34.93,19.079,4.8,6.3,-10.6,0.0,3,1,SP,construction_tools_construction,45
07a9bc7f61396b658ddf3ac534efe44c,1,1,1,119.9,15.59,119.9,15.59,3.5,5.0,-5.0,0.0,1,1,SP,toys,0
07bf9669d84d1f11be443a9dd938f698,18,24,18,1776.0,646.22,74.0,26.925833333333333,3.25,8.291666666666666,-19.125,0.0,11,2,SP,kitchen_dining_laundry_garden_furniture,475
07d75e33f2750d97d467fb57e4dfdd8a,2,2,2,722.4,37.19,361.2,18.595,2.5,11.5,-11.5,0.0,2,2,SP,computers_accessories,62
07de60b03d150fb3ea09eab5da5e4c8b,9,9,9,719.1,169.9,79.9,18.87777777777778,4.333333333333333,12.88888888888889,-12.666666666666666,0.1111111111111111,4,1,SP,bed_bath_table,198
07e8e8fc5222bb358e6f259da3197074,2,2,2,51.8,23.06,25.9,11.53,4.0,8.0,-6.5,0.0,2,1,SP,unknown,168
080102cd0a76b09e0dcf55fcacc60e05,124,130,123,5716.78,2195.93,43.97523076923077,16.891769230769228,4.492307692307692,9.296875,-11.8828125,0.038461538461538464,43,5,MG,computers_accessories,399
080199a181c46c657dc5aa235411be3b,79,83,79,14504.2,1040.68,174.74939759036147,12.53831325301205,4.609756097560975,7.626506024096385,-9.650602409638553,0.012048192771084338,40,1,SP,auto,338
08061dc0fc165ed41288cc7acde738ee,4,4,4,123.80000000000001,58.42,30.950000000000003,14.605,4.5,19.5,-1.0,0.25,3,1,SP,computers_accessories,236
08084d990eb3f53af056ccbc1730c8a7,12,12,12,372.5,234.29,31.041666666666668,19.524166666666666,4.454545454545454,8.0,-15.75,0.0,3,1,SP,electronics,187
081acf3de680d554796c9cf041be7bc2,4,8,4,1597.3,205.5,199.6625,25.6875,4.125,13.125,-18.0,0.125,4,2,MG,furniture_decor,177
082e0bf4cb865a6533b1e8e498cc0255,11,23,11,2073.3,991.03,90.14347826086957,43.08826086956522,3.3043478260869565,12.73913043478261,-17.782608695652176,0.13043478260869565,17,2,SP,garden_tools,291
085f6f7e049c996695fb2074fe38d45e,6,8,6,305.4,130.56,38.175,16.32,3.625,10.125,-15.25,0.0,6,5,SP,housewares,65
08633c14ef2db992c11f840f04fad4cd,74,97,72,7644.3,1424.52,78.80721649484536,14.685773195876289,4.237113402061856,9.721649484536082,-11.845360824742269,0.05154639175257732,16,5,SP,sports_leisure,254
0873d9f8f36123f8d910f4760e788cfb,6,6,6,7265.59,161.06,1210.9316666666666,26.843333333333334,3.1666666666666665,12.833333333333334,-7.833333333333333,0.3333333333333333,6,2,SP,telephony,98
0885aaf116795758dfeb5f1032487bcd,28,30,28,2648.0,514.32,88.26666666666667,17.144000000000002,4.2,5.241379310344827,-11.448275862068966,0.0,20,2,SP,bed_bath_table,247
0887a9f087bcd5d9f6642b52f897fc6c,12,12,12,1642.0,220.35,136.83333333333334,18.3625,4.416666666666667,13.583333333333334,-12.416666666666666,0.08333333333333333,3,3,SP,telephony,183
08ad4ac1388e4420ca531c3edfc46198,6,7,6,221.61999999999998,89.05,31.659999999999997,12.721428571428572,2.7142857142857144,6.571428571428571,-12.142857142857142,0.0,5,1,SP,pet_shop,67
08cdbae123ff67ca4e36d9d641ce0119,4,6,4,3098.99,1096.47,516.4983333333333,182.745,2.5,28.833333333333332,4.166666666666667,0.6666666666666666,3,1,MG,furniture_living_room,159
08d0949a9a17c027262db1f3c450c26c,12,12,12,324.8,233.04000000000002,27.066666666666666,19.42,3.7083333333333335,13.75,-11.75,0.0,9,1,PR,furniture_decor,366
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,1,1,538.0,67.57,538.0,67.57,5.0,10.0,-13.0,0.0,1,1,MG,furniture_decor,0
08d2d642cf72b622b14dde1d2f5eb2f5,17,21,17,914.0,321.26,43.523809523809526,15.298095238095238,4.45,14.45,-11.4,0.09523809523809523,8,6,SP,stationery,296
08f5819815f3d06545011850bd70f0a8,3,3,3,452.0,70.83,150.66666666666666,23.61,4.666666666666667,7.666666666666667,-15.333333333333334,0.0,3,1,SP,health_beauty,52
091065b789659bc3cd9af9cb3a6253ff,2,2,2,1359.0,85.37,679.5,42.685,3.5,11.0,-11.0,0.0,1,1,RS,cool_stuff,95
0936e1837d0c79253456bbb2ffaaef10,1,2,1,38.9,31.12,19.45,15.56,5.0,18.0,-12.0,0.0,1,1,SP,garden_tools,0
093805f8f2aeb63881444571e1f48f30,22,27,22,1215.79,343.94,45.029259259259256,12.738518518518518,3.814814814814815,7.7407407407407405,-10.777777777777779,0.037037037037037035,18,1,SP,health_beauty,151
094ced053e257ae8cae57205592d6712,19,19,19,1519.2,459.03,79.9578947368421,24.159473684210525,4.052631578947368,11.789473684210526,-15.68421052631579,0.0,13,2,SP,health_beauty,116
0951a6e282947e09cd47969f4ed0b47f,7,7,7,492.3,88.02,70.32857142857144,12.574285714285713,4.857142857142857,4.285714285714286,-7.571428571428571,0.0,2,2,SP,perfumery,32
09883d9ab71c8fe8a9bfc7fc3075b07e,5,5,5,329.5,76.67,65.9,15.334,3.4,14.0,-5.25,0.2,5,2,SP,health_beauty,212
099095b050cfe8eb1ddff5317587e96e,17,20,17,5193.83,715.3199999999999,259.6915,35.766,2.95,10.0,-11.31578947368421,0.15,11,8,SP,housewares,240
09bad886111255c5b5030314fc7f1a4a,5,5,5,487.5,72.86,97.5,14.572,5.0,6.0,-4.4,0.0,1,1,SP,art,19
09f952a5f58d2285b0372551ae8f9b01,50,56,50,11821.5,1524.96,211.09821428571428,27.231428571428573,3.875,12.660714285714286,-12.125,0.05357142857142857,11,2,SP,furniture_decor,343
0a198e95d32b1be2da9424c962a6ebfa,1,1,1,69.99,16.68,69.99,16.68,5.0,16.0,-4.0,0.0,1,1,MG,garden_tools,0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,2,2,462.0,22.799999999999997,231.0,11.399999999999999,5.0,5.0,-10.0,0.0,2,1,SP,construction_tools_construction,55
0a85ebe4e328db81ac9109781205e2f7,12,12,12,667.9,137.75,55.65833333333333,11.479166666666666,4.583333333333333,4.75,-8.416666666666666,0.08333333333333333,8,2,SP,furniture_decor,105
0aa124728afc1131dff5655f4c6f487b,2,2,2,850.92,107.86,425.46,53.93,1.0,10.6918511755307,-12.0,0.0,2,2,MG,auto,28
0aa2205ca24f113f4658a5c536667426,4,11,4,815.62,172.48,74.14727272727272,15.68,2.8181818181818183,6.454545454545454,-14.090909090909092,0.0,3,1,SP,stationery,118
0ac4201fda2c68ebc0e47cb9423cf3c9,13,14,12,1676.88,233.99,119.77714285714286,16.71357142857143,4.285714285714286,12.071428571428571,-12.357142857142858,0.07142857142857142,4,3,SP,health_beauty,363
0ad80de75c811326389cfb1daba7d45e,6,6,6,1449.3999999999999,115.32,241.56666666666663,19.22,5.0,8.5,-12.5,0.0,6,1,RJ,toys,78
0adac9fbd9a2b63cccaac4f8756c1ca8,110,142,110,15960.95,2499.27,112.40105633802817,17.60049295774648,3.8865248226950353,12.343283582089553,-11.26865671641791,0.04225352112676056,66,5,SP,housewares,571
0ade5cc4a305ed7093a23f68ca47519c,2,2,2,158.88,42.39,79.44,21.195,5.0,6.5,-21.0,0.0,2,1,PR,auto,58
0aea4c6ae1505b3228ddf3dd7822ee5b,8,8,8,1427.91,151.75,178.48875,18.96875,3.875,17.875,-6.5,0.25,8,1,SP,watches_gifts,202
0af2ab31141893d26aca5a404a537dab,1,1,1,59.0,15.51,59.0,15.51,5.0,5.0,-6.0,0.0,1,1,SP,computers_accessories,0
0af977692321d895349eded183341d28,2,2,2,257.75,19.47,128.875,9.735,4.5,2.0,-8.5,0.0,2,1,SP,pet_shop,141
0afccdb8a34ee5c79f7c06faf2b4d56e,25,25,25,1225.5,388.28,49.02,15.531199999999998,4.041666666666667,12.958333333333334,-10.375,0.08,10,1,MG,telephony,367
0b09101900100c0e9d312861fad5a1b9,1,1,1,153.75,14.61,153.75,14.61,4.0,18.0,-61.0,0.0,1,1,SP,furniture_decor,0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,3,3,1416.76,133.88,472.25333333333333,44.626666666666665,4.666666666666667,11.666666666666666,-18.0,0.0,3,1,SP,auto,66
0b18d63d0cd1d723567903fd34a07df2,9,14,9,1678.1399999999999,265.89,119.86714285714285,18.992142857142856,4.785714285714286,6.571428571428571,-15.714285714285714,0.0,9,2,SP,auto,427
0b1ca3ef18a63d7eb0c8897fa0849c08,1,1,1,55.0,7.87,55.0,7.87,5.0,6.0,-6.0,0.0,1,1,SP,health_beauty,0
0b35c634521043bf4b47e21547b99ab5,51,78,50,13533.65,1475.09,173.50833333333333,18.911410256410257,3.4935064935064934,16.92207792207792,-14.844155844155845,0.11538461538461539,39,1,PR,construction_tools_construction,247
0b36063d5818f81ccb94b54adfaebbf5,1,15,1,765.0,18.0,51.0,1.2,5.0,14.0,-21.0,0.0,1,1,SC,garden_tools,0
0b3f27369a4d8df98f7eb91077e438ac,2,2,2,146.51,24.88,73.255,12.44,4.0,7.0,-10.0,0.0,2,2,SP,furniture_decor,9
0b46f784306be7200ca1700aa55d819f,1,1,1,19.9,10.96,19.9,10.96,5.0,3.0,-15.0,0.0,1,1,MG,auto,0
0b64bcdb0784abc139af04077d49a20e,4,4,3,137.6,68.21000000000001,34.4,17.052500000000002,4.75,8.0,-18.0,0.0,2,1,RS,health_beauty,97
0b90b6df587eb83608a64ea8b390cf07,164,210,163,28592.32,3615.32,136.15390476190476,17.215809523809526,4.002392344497608,14.004784688995215,-18.311004784688997,0.03333333333333333,46,1,PR,computers_accessories,296
0bae85eb84b9fb3bd773911e89288d54,137,146,135,7482.21,2924.19,51.24801369863014,20.028698630136986,4.205479452054795,9.786206896551723,-15.248275862068965,0.00684931506849315,45,13,SP,housewares,514
0bb27263628258b8111a0262769fa9db,1,1,1,22.2,10.96,22.2,10.96,5.0,41.0,-17.0,0.0,1,1,SP,housewares,0
0bb738e4d789e63e2267697c42d35a2d,30,31,30,2388.3,642.34,77.04193548387097,20.720645161290324,4.580645161290323,11.482758620689655,-14.10344827586207,0.03225806451612903,4,2,SP,industry_commerce_and_business,503
